interaction_id,user_id,product_id,product_name,category_id,category_name,product_type,searched_size,size_available,is_preferred_category,search_frequency_in_category,is_in_favorites,added_to_favorites,prix,stock,product_status,is_clicked,click_duration_seconds,is_purchased,recommendation_score,interaction_time,category_name_encoded,product_name_encoded,product_type_encoded,searched_size_encoded,product_status_encoded
2320,115,26,Montre GPS Sport,4,Running,accessoire,L/XL,1,1,-0.1788704112942642,0,0,2.3154098894647315,-1.1558028853556295,EN_ARRIVAGE,0,-0.8233846050154263,0,64.65,2024-02-21 18:11:00,7,52,0,10,0
2321,115,14,Panier Portable,2,Basketball,equipement,Standard,1,1,-0.4176781007590626,0,0,1.7970382225392747,0.4522376202490253,EN_STOCK,1,-0.13546324844597082,0,68.89,2024-09-02 06:50:00,0,54,2,15,1
2322,115,23,Cordage Multifilament,3,Tennis,accessoire,S/M,1,1,-0.656485790223861,0,0,-0.7949892934414454,-0.3839434426653952,EN_STOCK,1,1.6598437065035836,0,68.59,2025-01-25 05:52:00,8,26,0,14,1
2323,115,31,Chaussettes Anti-ampoules,4,Running,vetement,XL,1,1,0.05993727817053419,1,1,-0.7587844838063124,0.09846870901600124,EN_STOCK,1,1.1397080466583855,0,81.53,2025-04-22 22:10:00,7,16,3,17,1
2324,115,14,Panier Portable,2,Basketball,equipement,Pro,1,1,-0.1788704112942642,0,0,1.7970382225392747,0.4522376202490253,EN_STOCK,1,2.1967579360212075,1,68.41,2024-05-08 22:00:00,0,54,2,12,1
2325,115,12,Short Respirant,2,Basketball,vetement,L,1,1,0.05993727817053419,0,0,-0.33143238502899375,-0.5125866831137675,EN_STOCK,1,0.5189009687786332,1,82.98,2024-09-10 21:04:00,0,75,3,9,1
2326,115,11,Maillot Reversible,2,Basketball,vetement,XS,1,1,0.29874496763533254,0,0,-0.1169104288731584,-0.8502751892907451,EN_STOCK,1,0.6363509564856134,0,86.0,2024-05-17 22:21:00,0,50,3,18,1
2327,115,25,Chaussures Amorti Max,4,Running,chaussure,45,1,1,0.29874496763533254,1,1,2.191569138750164,-0.8020339741226055,EN_STOCK,1,1.8611865425726926,0,76.24,2025-05-06 07:07:00,7,18,1,7,1
2328,115,15,Genouilleres Pro,2,Basketball,accessoire,S/M,1,1,0.5375526571001309,1,0,-0.5941710269138614,1.3044990882194922,EN_STOCK,1,-0.08512753942869361,1,100.0,2025-01-23 13:40:00,0,38,0,14,1
2329,115,20,Grip Overgrip x3,3,Tennis,accessoire,Unique,1,1,-0.4176781007590626,1,1,-0.8838095039949262,0.9024889618183286,EN_STOCK,1,0.1833295753301183,1,73.93,2025-03-29 23:32:00,8,39,0,16,1
2330,115,23,Cordage Multifilament,3,Tennis,accessoire,S/M,1,1,-0.1788704112942642,1,1,-0.7949892934414454,-0.3839434426653952,EN_STOCK,0,-0.8233846050154263,0,81.29,2025-02-14 14:00:00,8,26,0,14,1
2331,115,25,Chaussures Amorti Max,4,Running,chaussure,44,1,1,0.5375526571001309,1,0,2.191569138750164,-0.8020339741226055,EN_STOCK,1,0.6027938171407619,1,97.98,2024-09-14 09:08:00,7,18,1,6,1
2332,115,17,Raquette Pro 300g,3,Tennis,equipement,Pro,1,1,0.05993727817053419,0,0,2.8371651834588927,0.7738457213699562,EN_STOCK,0,-0.8233846050154263,0,74.73,2024-03-08 15:17:00,8,62,2,12,1
2333,115,15,Genouilleres Pro,2,Basketball,accessoire,S/M,1,1,0.7763603465649294,1,0,-0.5941710269138614,1.3044990882194922,EN_STOCK,1,-0.034791830411416376,0,100.0,2024-08-03 04:23:00,0,38,0,14,1
2334,115,23,Cordage Multifilament,3,Tennis,accessoire,Unique,1,1,0.29874496763533254,1,0,-0.7949892934414454,-0.3839434426653952,EN_STOCK,1,0.988700919606554,1,93.14,2024-09-17 21:22:00,8,26,0,16,1
2335,116,52,Bandages 4.5m x2,7,Boxe,accessoire,S/M,1,0,-0.8952934796886594,0,0,-0.8785648820384349,1.1276146326029803,EN_STOCK,0,-0.8233846050154263,0,42.46,2024-05-24 18:28:00,1,6,0,14,1
2336,116,60,Kettlebell 16kg,8,Fitness,equipement,Junior,1,1,-0.8952934796886594,0,0,-0.20437718859915754,0.018066683735768498,EN_STOCK,1,1.777293694210564,0,68.23,2024-09-05 23:36:00,3,42,2,8,1
2337,116,36,Plaquettes Nage,5,Natation,accessoire,L/XL,1,0,-0.8952934796886594,0,0,-0.7823006919338054,0.8060065314820494,EN_STOCK,1,1.4249437310896231,0,40.9,2024-10-28 23:39:00,6,55,0,10,1
2338,116,41,Casque Aero Route,6,Cyclisme,accessoire,Unique,1,0,-0.8952934796886594,0,0,1.3524296257115656,-0.4643454679456279,EN_STOCK,0,-0.8233846050154263,0,36.67,2025-02-13 21:13:00,2,12,0,16,1
2339,116,63,Gants Musculation,8,Fitness,accessoire,S/M,1,1,-0.656485790223861,1,1,-0.6738554443818413,1.3849011134997251,EN_STOCK,1,0.20010814500254404,0,68.16,2024-07-14 03:08:00,3,35,0,14,1
2340,116,66,Genouilleres Gel,9,Volleyball,accessoire,S/M,1,1,-0.8952934796886594,0,0,-0.6500008735474778,1.2884186831634457,EN_STOCK,0,-0.8233846050154263,0,69.16,2024-05-08 00:00:00,9,36,0,14,1
2341,116,72,Protege-doigts,9,Volleyball,accessoire,S/M,1,1,-0.656485790223861,0,0,-0.7608146600475348,1.3044990882194922,EN_STOCK,0,-0.8233846050154263,0,73.41,2024-03-11 06:52:00,9,59,0,14,1
2342,116,64,Shaker Proteine 700ml,8,Fitness,accessoire,S/M,1,1,-0.4176781007590626,0,0,-0.8975131936231775,1.3205794932755388,EN_STOCK,0,-0.8233846050154263,0,70.73,2024-06-23 12:45:00,3,72,0,14,1
2343,116,58,Tapis Yoga Premium,8,Fitness,equipement,Pro,1,1,-0.1788704112942642,0,0,-0.3764346250427572,-1.4291697713084208,EN_STOCK,1,-0.2025775271356738,1,79.74,2024-10-06 20:30:00,3,77,2,12,1
2344,116,58,Tapis Yoga Premium,8,Fitness,equipement,Standard,1,1,0.05993727817053419,1,1,-0.3764346250427572,-1.4291697713084208,EN_STOCK,1,-0.4206989328772085,0,80.22,2025-01-05 08:36:00,3,77,2,15,1
2345,116,61,Corde Battle Rope 12m,8,Fitness,equipement,Standard,1,1,0.29874496763533254,0,0,0.33767986780722775,0.9828909870985614,EN_STOCK,1,1.559172288469029,0,85.48,2024-07-19 00:48:00,3,27,2,15,1
2346,116,64,Shaker Proteine 700ml,8,Fitness,accessoire,L/XL,1,1,0.5375526571001309,0,0,-0.8975131936231775,1.3205794932755388,EN_STOCK,0,-0.8233846050154263,0,82.69,2025-03-28 21:34:00,3,72,0,10,1
2347,116,72,Protege-doigts,9,Volleyball,accessoire,Unique,1,1,-0.4176781007590626,1,1,-0.7608146600475348,1.3044990882194922,EN_STOCK,0,-0.8233846050154263,0,71.01,2024-10-05 01:36:00,9,59,0,16,1
2348,116,54,Casque Sparring,7,Boxe,accessoire,Unique,1,0,-0.656485790223861,0,0,-0.08561187848764613,1.2884186831634457,EN_STOCK,1,-0.320027514842654,0,39.84,2024-07-01 10:46:00,1,13,0,16,1
2349,116,61,Corde Battle Rope 12m,8,Fitness,equipement,Standard,1,1,0.7763603465649294,0,0,0.33767986780722775,0.9828909870985614,EN_STOCK,0,-0.8233846050154263,0,84.99,2024-06-14 10:48:00,3,27,2,15,1
2350,116,64,Shaker Proteine 700ml,8,Fitness,accessoire,S/M,1,1,1.0151680360297277,1,1,-0.8975131936231775,1.3205794932755388,EN_STOCK,0,-0.8233846050154263,0,81.0,2024-08-08 08:00:00,3,72,0,14,1
2351,116,64,Shaker Proteine 700ml,8,Fitness,accessoire,S/M,1,1,1.253975725494526,1,0,-0.8975131936231775,1.3205794932755388,EN_STOCK,0,-0.8233846050154263,0,100.0,2025-02-17 16:54:00,3,72,0,14,1
2352,116,70,Short Leger,9,Volleyball,vetement,L,1,1,-0.1788704112942642,0,0,-0.5599963935199507,-0.27138060727306934,EN_STOCK,1,-0.2864703754978025,1,75.83,2025-03-17 09:16:00,9,73,3,9,1
2353,116,61,Corde Battle Rope 12m,8,Fitness,equipement,Junior,1,1,1.4927834149593244,1,1,0.33767986780722775,0.9828909870985614,EN_STOCK,0,-0.8233846050154263,0,81.44,2024-09-27 13:58:00,3,27,2,8,1
2354,116,57,Halteres Reglables 20kg,8,Fitness,equipement,Pro,1,1,1.7315911044241228,0,0,1.3407561123245366,-1.5417326067007466,EN_STOCK,0,-0.8233846050154263,0,82.76,2025-03-20 01:46:00,3,40,2,12,1
2355,116,68,Filet Competition,9,Volleyball,equipement,Standard,1,1,0.05993727817053419,1,1,1.8560825148881597,-0.04625493648841769,EN_STOCK,0,-0.8233846050154263,0,71.94,2025-04-24 08:09:00,9,31,2,15,1
2356,116,66,Genouilleres Gel,9,Volleyball,accessoire,L/XL,1,1,0.29874496763533254,0,0,-0.6500008735474778,1.2884186831634457,EN_STOCK,1,0.6866866655028906,0,82.11,2025-01-11 17:14:00,9,36,0,10,1
2357,116,58,Tapis Yoga Premium,8,Fitness,equipement,Junior,1,1,1.9703987938889211,1,0,-0.3764346250427572,-1.4291697713084208,EN_STOCK,1,1.760515124538138,0,97.69,2024-11-22 02:52:00,3,77,2,8,1
2358,116,64,Shaker Proteine 700ml,8,Fitness,accessoire,Unique,1,1,2.2092064833537197,1,0,-0.8975131936231775,1.3205794932755388,EN_STOCK,1,-0.08512753942869361,0,100.0,2024-02-26 06:23:00,3,72,0,16,1
2359,116,57,Halteres Reglables 20kg,8,Fitness,equipement,Standard,1,1,2.448014172818518,0,0,1.3407561123245366,-1.5417326067007466,EN_STOCK,1,0.13299386631284107,0,78.18,2025-01-19 22:31:00,3,40,2,15,1
2360,116,70,Short Leger,9,Volleyball,vetement,L,1,1,0.5375526571001309,0,0,-0.5599963935199507,-0.27138060727306934,EN_STOCK,1,0.33433670238195,0,86.39,2024-10-26 20:48:00,9,73,3,9,1
2361,116,71,Sac Ballons,9,Volleyball,accessoire,Unique,1,1,0.7763603465649294,0,0,-0.5285286617810033,0.6612828859776304,EN_STOCK,1,0.4182295507440787,1,81.69,2025-03-14 01:51:00,9,64,0,16,1
2362,116,70,Short Leger,9,Volleyball,vetement,XL,1,1,1.0151680360297277,0,0,-0.5599963935199507,-0.27138060727306934,EN_STOCK,1,1.4920580097793261,1,89.75,2024-01-09 14:12:00,9,73,3,17,1
2363,116,20,Grip Overgrip x3,3,Tennis,accessoire,Unique,1,0,-0.8952934796886594,0,0,-0.8838095039949262,0.9024889618183286,EN_STOCK,0,-0.8233846050154263,0,35.27,2024-08-13 21:29:00,8,39,0,16,1
2364,116,64,Shaker Proteine 700ml,8,Fitness,accessoire,S/M,1,1,2.6868218622833164,1,0,-0.8975131936231775,1.3205794932755388,EN_STOCK,0,-0.8233846050154263,0,100.0,2024-02-28 21:19:00,3,72,0,14,1
2365,117,53,Corde a Sauter Speed,7,Boxe,equipement,Pro,1,1,-0.8952934796886594,0,0,-0.6616743869345069,-1.0110792398512105,EN_ARRIVAGE,1,-0.7394917566532976,0,63.23,2024-03-07 19:20:00,1,28,2,12,0
2366,117,67,Chaussures Indoor,9,Volleyball,chaussure,42,1,0,-0.8952934796886594,0,0,0.8450547467593965,-0.4643454679456279,EN_STOCK,0,-0.8233846050154263,0,29.06,2024-05-05 20:49:00,9,22,1,4,1
2367,117,49,Gants 12oz Pro,7,Boxe,accessoire,L/XL,1,1,-0.656485790223861,0,0,0.42362399535231,1.3849011134997251,EN_STOCK,0,-0.8233846050154263,0,72.43,2024-11-14 08:10:00,1,32,0,10,1
2368,117,53,Corde a Sauter Speed,7,Boxe,equipement,Pro,1,1,-0.4176781007590626,0,0,-0.6616743869345069,-1.0110792398512105,EN_ARRIVAGE,0,-0.8233846050154263,0,66.1,2024-12-24 00:24:00,1,28,2,12,0
2369,117,50,Sac de Frappe 120cm,7,Boxe,equipement,Standard,1,1,-0.1788704112942642,0,0,2.02813995133176,1.4009815185557717,RUPTURE_DE_STOCK,0,-0.8233846050154263,0,62.92,2025-02-12 02:29:00,1,70,2,15,2
2370,117,53,Corde a Sauter Speed,7,Boxe,equipement,Junior,1,1,0.05993727817053419,0,0,-0.6616743869345069,-1.0110792398512105,EN_ARRIVAGE,0,-0.8233846050154263,0,78.86,2024-10-15 09:26:00,1,28,2,8,0
2371,117,55,Chaussures Boxe,7,Boxe,chaussure,41,1,1,0.29874496763533254,1,1,0.9101895678319492,-0.8663555943467917,EN_STOCK,0,-0.8233846050154263,0,74.34,2024-08-30 03:28:00,1,19,1,3,1
2372,117,51,Protege-dents Custom,7,Boxe,accessoire,Unique,1,1,0.5375526571001309,0,0,-0.7992188272773255,0.9507301769864682,RUPTURE_DE_STOCK,0,-0.8233846050154263,0,77.28,2024-01-19 22:52:00,1,57,0,16,2
2373,117,55,Chaussures Boxe,7,Boxe,chaussure,38,1,1,0.7763603465649294,1,0,0.9101895678319492,-0.8663555943467917,EN_STOCK,0,-0.8233846050154263,0,92.73,2024-10-04 20:40:00,1,19,1,0,1
2374,117,56,Coquille Protection,7,Boxe,accessoire,S/M,1,1,1.0151680360297277,1,1,-0.6283456603077721,-0.4804258730016745,EN_STOCK,0,-0.8233846050154263,0,85.81,2025-02-09 14:26:00,1,25,0,14,1
2375,117,52,Bandages 4.5m x2,7,Boxe,accessoire,L/XL,1,1,1.253975725494526,0,0,-0.8785648820384349,1.1276146326029803,EN_STOCK,0,-0.8233846050154263,0,85.25,2024-10-05 17:39:00,1,6,0,10,1
2376,117,52,Bandages 4.5m x2,7,Boxe,accessoire,S/M,1,1,1.4927834149593244,0,0,-0.8785648820384349,1.1276146326029803,EN_STOCK,1,-0.47103464189448574,0,85.14,2024-10-12 18:19:00,1,6,0,14,1
2377,118,7,Chaussettes Performance,1,Football,vetement,M,1,1,-0.8952934796886594,0,0,-0.824934392999476,-0.12665696176865043,EN_STOCK,1,0.3846724113992272,0,71.27,2024-04-15 16:01:00,4,17,3,11,1
2378,118,3,Maillot Training,1,Football,vetement,L,1,1,-0.656485790223861,1,1,-0.007619274554018314,-0.6412299235621399,RUPTURE_DE_STOCK,1,0.9719223499341283,0,61.79,2025-04-24 20:50:00,4,51,3,9,2
2379,118,54,Casque Sparring,7,Boxe,accessoire,L/XL,1,1,-0.8952934796886594,0,0,-0.08561187848764613,1.2884186831634457,EN_STOCK,0,-0.8233846050154263,0,63.88,2024-03-20 18:41:00,1,13,0,10,1
2380,118,67,Chaussures Indoor,9,Volleyball,chaussure,42,1,0,-0.8952934796886594,0,0,0.8450547467593965,-0.4643454679456279,EN_STOCK,0,-0.8233846050154263,0,36.47,2024-02-20 16:49:00,9,22,1,4,1
2381,118,56,Coquille Protection,7,Boxe,accessoire,Unique,1,1,-0.656485790223861,1,1,-0.6283456603077721,-0.4804258730016745,EN_STOCK,1,1.8108508335554154,1,75.15,2024-08-20 18:08:00,1,25,0,16,1
2382,118,51,Protege-dents Custom,7,Boxe,accessoire,S/M,1,1,-0.4176781007590626,1,1,-0.7992188272773255,0.9507301769864682,RUPTURE_DE_STOCK,0,-0.8233846050154263,0,69.53,2025-04-08 22:32:00,1,57,0,14,2
2383,118,61,Corde Battle Rope 12m,8,Fitness,equipement,Pro,1,1,-0.8952934796886594,1,1,0.33767986780722775,0.9828909870985614,EN_STOCK,0,-0.8233846050154263,0,72.02,2024-06-10 01:26:00,3,27,2,12,1
2384,118,63,Gants Musculation,8,Fitness,accessoire,L/XL,1,1,-0.656485790223861,0,0,-0.6738554443818413,1.3849011134997251,EN_STOCK,0,-0.8233846050154263,0,73.83,2024-04-07 10:22:00,3,35,0,10,1
2385,118,56,Coquille Protection,7,Boxe,accessoire,S/M,1,1,-0.1788704112942642,1,0,-0.6283456603077721,-0.4804258730016745,EN_STOCK,1,-0.01801326073899063,0,89.36,2024-12-02 06:06:00,1,25,0,14,1
2386,118,57,Halteres Reglables 20kg,8,Fitness,equipement,Pro,1,1,-0.4176781007590626,0,0,1.3407561123245366,-1.5417326067007466,EN_STOCK,1,2.163200796676356,0,72.44,2024-11-25 02:33:00,3,40,2,12,1
2387,118,4,Protege-tibias Carbon,1,Football,accessoire,L/XL,1,1,-0.4176781007590626,1,1,-0.31417588697860316,-0.5447474932258607,EN_STOCK,0,-0.8233846050154263,0,71.74,2024-06-08 11:32:00,4,60,0,10,1
2388,118,50,Sac de Frappe 120cm,7,Boxe,equipement,Standard,1,1,0.05993727817053419,0,0,2.02813995133176,1.4009815185557717,RUPTURE_DE_STOCK,0,-0.8233846050154263,0,65.64,2024-11-29 22:06:00,1,70,2,15,2
2389,118,30,Veste Coupe-vent,4,Running,vetement,M,1,0,-0.8952934796886594,0,0,0.7114014775455876,0.19495113935228053,EN_STOCK,1,1.559172288469029,0,36.51,2024-02-28 10:40:00,7,78,3,11,1
2390,118,69,Maillot Equipe,9,Volleyball,vetement,XXL,1,0,-0.656485790223861,0,0,-0.20606900213350945,-1.0593204550193502,RUPTURE_DE_STOCK,0,-0.8233846050154263,0,31.37,2025-03-25 14:39:00,9,48,3,19,2
2391,118,51,Protege-dents Custom,7,Boxe,accessoire,Unique,1,1,0.29874496763533254,1,0,-0.7992188272773255,0.9507301769864682,RUPTURE_DE_STOCK,1,1.9450793909348212,1,94.39,2024-08-06 16:18:00,1,57,0,16,2
2392,118,61,Corde Battle Rope 12m,8,Fitness,equipement,Junior,1,1,-0.1788704112942642,1,0,0.33767986780722775,0.9828909870985614,EN_STOCK,0,-0.8233846050154263,0,96.15,2025-02-23 13:46:00,3,27,2,8,1
2393,118,39,Serviette Microfibre XL,5,Natation,accessoire,Unique,1,0,-0.8952934796886594,0,0,-0.5835126016474437,-0.8663555943467917,EN_STOCK,1,-0.16902038779082232,0,33.66,2024-09-02 06:48:00,6,71,0,16,1
2394,118,4,Protege-tibias Carbon,1,Football,accessoire,Unique,1,1,-0.1788704112942642,1,0,-0.31417588697860316,-0.5447474932258607,EN_STOCK,0,-0.8233846050154263,0,90.55,2024-07-06 14:45:00,4,60,0,16,1
2395,118,77,Genouilleres Impact,10,Handball,accessoire,L/XL,1,0,-0.8952934796886594,0,0,-0.46322465935501556,0.5648004556413511,EN_STOCK,0,-0.8233846050154263,0,39.69,2024-04-29 03:32:00,5,37,0,10,1
2396,118,4,Protege-tibias Carbon,1,Football,accessoire,L/XL,1,1,0.05993727817053419,1,0,-0.31417588697860316,-0.5447474932258607,EN_STOCK,1,-0.37036322385993126,0,90.38,2024-07-07 22:42:00,4,60,0,10,1
2397,118,52,Bandages 4.5m x2,7,Boxe,accessoire,Unique,1,1,0.5375526571001309,0,0,-0.8785648820384349,1.1276146326029803,EN_STOCK,1,0.8544723622271481,1,81.75,2025-01-13 08:34:00,1,6,0,16,1
2398,119,65,Ballon Officiel V5,9,Volleyball,equipement,Standard,1,1,-0.8952934796886594,0,0,-0.17240191279990447,-0.8181143791786519,EN_STOCK,1,0.9048080712444253,0,72.1,2024-07-18 05:46:00,9,3,2,15,1
2399,119,69,Maillot Equipe,9,Volleyball,vetement,XXL,1,1,-0.656485790223861,0,0,-0.20606900213350945,-1.0593204550193502,RUPTURE_DE_STOCK,0,-0.8233846050154263,0,65.87,2024-11-08 03:27:00,9,48,3,19,2
2400,119,54,Casque Sparring,7,Boxe,accessoire,Unique,1,1,-0.8952934796886594,1,1,-0.08561187848764613,1.2884186831634457,EN_STOCK,0,-0.8233846050154263,0,72.48,2024-12-06 03:25:00,1,13,0,16,1
2401,119,53,Corde a Sauter Speed,7,Boxe,equipement,Junior,1,1,-0.656485790223861,0,0,-0.6616743869345069,-1.0110792398512105,EN_ARRIVAGE,0,-0.8233846050154263,0,63.28,2024-12-07 15:24:00,1,28,2,8,0
2402,119,53,Corde a Sauter Speed,7,Boxe,equipement,Pro,1,1,-0.4176781007590626,0,0,-0.6616743869345069,-1.0110792398512105,EN_ARRIVAGE,1,1.190043755675663,0,66.03,2024-03-06 18:51:00,1,28,2,12,0
2403,119,17,Raquette Pro 300g,3,Tennis,equipement,Pro,1,0,-0.8952934796886594,0,0,2.8371651834588927,0.7738457213699562,EN_STOCK,0,-0.8233846050154263,0,32.05,2024-05-03 06:49:00,8,62,2,12,1
2404,119,20,Grip Overgrip x3,3,Tennis,accessoire,S/M,1,0,-0.656485790223861,0,0,-0.8838095039949262,0.9024889618183286,EN_STOCK,0,-0.8233846050154263,0,45.62,2025-05-11 23:01:00,8,39,0,14,1
2405,119,67,Chaussures Indoor,9,Volleyball,chaussure,41,1,1,-0.4176781007590626,0,0,0.8450547467593965,-0.4643454679456279,EN_STOCK,1,1.190043755675663,0,72.91,2024-07-12 13:26:00,9,22,1,3,1
2406,119,49,Gants 12oz Pro,7,Boxe,accessoire,Unique,1,1,-0.1788704112942642,0,0,0.42362399535231,1.3849011134997251,EN_STOCK,0,-0.8233846050154263,0,81.97,2024-05-22 05:51:00,1,32,0,16,1
2407,119,5,Gants Gardien Pro,1,Football,accessoire,Unique,1,0,-0.8952934796886594,0,0,0.32532962900645795,-1.4452501763644674,EN_STOCK,0,-0.8233846050154263,0,40.93,2024-03-09 21:44:00,4,34,0,16,1
2408,119,35,Bonnet Silicone,5,Natation,accessoire,L/XL,1,0,-0.8952934796886594,0,0,-0.9327029151376993,-1.4291697713084208,EN_STOCK,1,0.14977243598526682,0,38.88,2025-05-12 13:35:00,6,10,0,10,1
2409,119,72,Protege-doigts,9,Volleyball,accessoire,S/M,1,1,-0.1788704112942642,0,0,-0.7608146600475348,1.3044990882194922,EN_STOCK,1,1.2907151737102174,0,78.17,2024-06-16 04:40:00,9,59,0,14,1
2410,119,66,Genouilleres Gel,9,Volleyball,accessoire,S/M,1,1,0.05993727817053419,1,1,-0.6500008735474778,1.2884186831634457,EN_STOCK,0,-0.8233846050154263,0,77.94,2025-02-01 11:04:00,9,36,0,14,1
2411,119,70,Short Leger,9,Volleyball,vetement,XXL,1,1,0.29874496763533254,0,0,-0.5599963935199507,-0.27138060727306934,EN_STOCK,0,-0.8233846050154263,0,81.07,2024-01-27 03:35:00,9,73,3,19,1
2412,119,67,Chaussures Indoor,9,Volleyball,chaussure,41,1,1,0.5375526571001309,0,0,0.8450547467593965,-0.4643454679456279,EN_STOCK,0,-0.8233846050154263,0,75.66,2025-01-11 20:24:00,9,22,1,3,1
2413,119,43,Maillot Respirant,6,Cyclisme,vetement,XXL,1,0,-0.8952934796886594,0,0,-0.07173900750595961,-1.3648481510842345,EN_STOCK,0,-0.8233846050154263,0,40.58,2024-09-05 21:28:00,2,49,3,19,1
2414,119,66,Genouilleres Gel,9,Volleyball,accessoire,S/M,1,1,0.7763603465649294,1,0,-0.6500008735474778,1.2884186831634457,EN_STOCK,1,1.6095079974863065,1,100.0,2025-05-13 05:47:00,9,36,0,14,1
2415,120,29,Ceinture Hydratation,4,Running,accessoire,S/M,1,1,-0.8952934796886594,1,1,-0.6009382810512695,-1.2362049106358621,EN_STOCK,1,1.6095079974863065,0,72.25,2024-09-30 17:14:00,7,15,0,14,1
2416,120,40,Sac Etanche 30L,5,Natation,accessoire,Unique,1,1,-0.8952934796886594,0,0,-0.47811261845731334,0.11454911407204778,EN_STOCK,1,0.8041366532098708,0,72.57,2024-12-22 02:23:00,6,65,0,16,1
2417,120,36,Plaquettes Nage,5,Natation,accessoire,Unique,1,1,-0.656485790223861,0,0,-0.7823006919338054,0.8060065314820494,EN_STOCK,1,1.777293694210564,0,69.58,2024-10-28 10:13:00,6,55,0,16,1
2418,120,29,Ceinture Hydratation,4,Running,accessoire,Unique,1,1,-0.656485790223861,1,0,-0.6009382810512695,-1.2362049106358621,EN_STOCK,1,1.1397080466583855,0,86.83,2024-08-10 13:06:00,7,15,0,16,1
2419,120,30,Veste Coupe-vent,4,Running,vetement,L,1,1,-0.4176781007590626,0,0,0.7114014775455876,0.19495113935228053,EN_STOCK,0,-0.8233846050154263,0,64.6,2025-05-09 07:05:00,7,78,3,9,1
2420,120,30,Veste Coupe-vent,4,Running,vetement,L,1,1,-0.1788704112942642,1,1,0.7114014775455876,0.19495113935228053,EN_STOCK,1,1.3242723130550689,0,67.65,2024-02-23 00:31:00,7,78,3,9,1
2421,120,10,Chaussures High-Top,2,Basketball,chaussure,45,1,0,-0.8952934796886594,0,0,1.5540937990063253,0.7899261264260028,EN_ARRIVAGE,0,-0.8233846050154263,0,23.97,2024-07-26 20:33:00,0,21,1,7,0
2422,120,35,Bonnet Silicone,5,Natation,accessoire,S/M,1,1,-0.4176781007590626,0,0,-0.9327029151376993,-1.4291697713084208,EN_STOCK,0,-0.8233846050154263,0,76.61,2024-10-07 20:53:00,6,10,0,14,1
2423,120,36,Plaquettes Nage,5,Natation,accessoire,Unique,1,1,-0.1788704112942642,0,0,-0.7823006919338054,0.8060065314820494,EN_STOCK,0,-0.8233846050154263,0,81.24,2024-05-14 05:45:00,6,55,0,16,1
2424,120,2,Crampons Elite,1,Football,chaussure,45,1,0,-0.8952934796886594,0,0,0.9059600339960692,0.46831802530507183,EN_ARRIVAGE,0,-0.8233846050154263,0,23.53,2024-04-04 16:27:00,4,29,1,7,0
2425,120,43,Maillot Respirant,6,Cyclisme,vetement,XS,1,0,-0.8952934796886594,0,0,-0.07173900750595961,-1.3648481510842345,EN_STOCK,0,-0.8233846050154263,0,39.75,2024-03-11 05:18:00,2,49,3,18,1
2426,120,13,Bandeau Elastique,2,Basketball,accessoire,S/M,1,0,-0.656485790223861,0,0,-0.9350714540857922,-1.6060542269249327,EN_STOCK,1,1.0054794892789798,0,43.88,2024-02-22 10:04:00,0,7,0,14,1
2427,120,25,Chaussures Amorti Max,4,Running,chaussure,45,1,1,0.05993727817053419,0,0,2.191569138750164,-0.8020339741226055,EN_STOCK,1,0.31755813270952427,1,78.6,2024-03-13 04:08:00,7,18,1,7,1
2428,120,36,Plaquettes Nage,5,Natation,accessoire,Unique,1,1,0.05993727817053419,0,0,-0.7823006919338054,0.8060065314820494,EN_STOCK,1,1.777293694210564,1,75.32,2024-01-25 11:24:00,6,55,0,16,1
2429,120,26,Montre GPS Sport,4,Running,accessoire,L/XL,1,1,0.29874496763533254,0,0,2.3154098894647315,-1.1558028853556295,EN_ARRIVAGE,0,-0.8233846050154263,0,75.39,2024-02-28 06:16:00,7,52,0,10,0
2430,120,28,Brassiere Running,4,Running,vetement,L,1,1,0.5375526571001309,0,0,-0.5962012031550838,-0.7859535690665589,EN_STOCK,0,-0.8233846050154263,0,81.92,2024-09-21 12:07:00,7,11,3,9,1
2431,120,21,Chaussures Court Clay,3,Tennis,chaussure,45,1,0,-0.8952934796886594,0,0,0.7425308465776644,-1.2522853156919087,EN_ARRIVAGE,0,-0.8233846050154263,0,28.98,2025-03-16 13:43:00,8,20,1,7,0
2432,120,28,Brassiere Running,4,Running,vetement,L,1,1,0.7763603465649294,0,0,-0.5962012031550838,-0.7859535690665589,EN_STOCK,1,0.5356795384510589,0,85.01,2024-01-03 05:16:00,7,11,3,9,1
2433,120,39,Serviette Microfibre XL,5,Natation,accessoire,Unique,1,1,0.29874496763533254,0,0,-0.5835126016474437,-0.8663555943467917,EN_STOCK,0,-0.8233846050154263,0,80.68,2024-10-25 11:15:00,6,71,0,16,1
2434,120,40,Sac Etanche 30L,5,Natation,accessoire,L/XL,1,1,0.5375526571001309,1,1,-0.47811261845731334,0.11454911407204778,EN_STOCK,0,-0.8233846050154263,0,89.05,2024-10-20 17:40:00,6,65,0,10,1
2435,121,52,Bandages 4.5m x2,7,Boxe,accessoire,S/M,1,1,-0.8952934796886594,0,0,-0.8785648820384349,1.1276146326029803,EN_STOCK,0,-0.8233846050154263,0,67.05,2024-03-31 12:25:00,1,6,0,14,1
